alim_grp_code,alim_ssgrp_code,alim_ssssgrp_code,alim_grp_nom_fr,alim_ssgrp_nom_fr,alim_ssssgrp_nom_fr,alim_code,alim_nom_fr,alim_nom_fr,"Energie, Règlement UE N° 1169/2011 (kcal/100g)","Energie, N x facteur Jones, avec fibres (kJ/100g)","Energie, N x facteur Jones, avec fibres (kcal/100g)",Eau (g/100g),Protéines (g/100g),"Protéines brutes, N x 6.25 (g/100g)",Glucides (g/100g),Lipides (g/100g),Sucres (g/100g),Amidon (g/100g),Fibres alimentaires (g/100g),Polyols totaux (g/100g),Cendres (g/100g),Alcool (g/100g),Acides organiques (g/100g),AG saturés (g/100g),AG monoinsaturés (g/100g),AG polyinsaturés (g/100g),"AG 4:0, butyrique (g/100g)","AG 6:0, caproïque (g/100g)","AG 8:0, caprylique (g/100g)","AG 10:0, caprique (g/100g)","AG 12:0, laurique (g/100g)","AG 14:0, myristique (g/100g)","AG 16:0, palmitique (g/100g)","AG 18:0, stéarique (g/100g)","AG 18:1 9c (n-9), oléique (g/100g)","AG 18:2 9c,12c (n-6), linoléique (g/100g)","AG 18:3 c9,c12,c15 (n-3), alpha-linolénique (g/100g)","AG 20:4 5c,8c,11c,14c (n-6), arachidonique (g/100g)","AG 20:5 5c,8c,11c,14c,17c (n-3) EPA (g/100g)","AG 22:6 4c,7c,10c,13c,16c,19c (n-3) DHA (g/100g)",Cholestérol (mg/100g),Sel chlorure de sodium (g/100g),Calcium (mg/100g),Chlorure (mg/100g),Cuivre (mg/100g),Fer (mg/100g),Iode (µg/100g),Magnésium (mg/100g),Manganèse (mg/100g),Phosphore (mg/100g),Potassium (mg/100g),Sélénium (µg/100g),Sodium (mg/100g),Zinc (mg/100g),Rétinol (µg/100g),Beta-Carotène (µg/100g),Vitamine D (µg/100g),Vitamine E (mg/100g),Vitamine K1 (µg/100g),Vitamine K2 (µg/100g),Vitamine C (mg/100g),Vitamine B1 ou Thiamine (mg/100g),Vitamine B2 ou Riboflavine (mg/100g),Vitamine B3 ou PP ou Niacine (mg/100g),Vitamine B5 ou Acide pantothénique (mg/100g),Vitamine B6 (mg/100g),Vitamine B9 ou Folates totaux (µg/100g),Vitamine B12 (µg/100g)
1,102,0,entrées et plats composés,soupes,-,25948,"Bouillon de légumes, déshydraté reconstitué","Bouillon de légumes, déshydraté reconstitué","5,38","22,7","5,38",98,"0,34","0,34","0,65","0,16","0,19","0,2",0,0,1,0,traces,"0,14","0,011","0,0067",-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,"0,61",1,-,0,"0,1",-,2,"0,01",0,8,-,240,-,0,2,-,-,-,-,0,"0,11","0,01","0,1",-,0,1,0
1,102,0,entrées et plats composés,soupes,-,25949,"Soupe à la tomate et aux vermicelles, déshydratée reconstituée","Soupe à la tomate et aux vermicelles, déshydratée reconstituée","21,6","91,5","21,6","92,2","0,63","0,63","4,21","0,18","0,72","3,5","0,32",0,"0,88",0,traces,"0,099",-,-,"< 0,01","< 0,01","< 0,01","< 0,01","< 0,01","< 0,01","< 0,01","< 0,01","< 0,01","< 0,01","< 0,01","< 0,01","< 0,01","< 0,01","< 0,7","0,68","9,1",343,"0,05","0,18",< 20,"4,8","0,06",0,62,< 20,271,"0,08",< 21,162,"< 0,25","0,34","< 0,8",-,"< 0,5","0,02","0,04","1,44","1,04","0,018",11,-
1,102,0,entrées et plats composés,soupes,-,25950,"Soupe à la volaille et aux vermicelles, déshydratée reconstituée","Soupe à la volaille et aux vermicelles, déshydratée reconstituée","21,3",90,"21,3","94,2","0,75","0,75","3,87","0,25","0,31","3,4","0,26",0,"0,74",0,traces,"0,081",-,-,"< 0,01","< 0,01","< 0,01","< 0,01","< 0,01","< 0,01","< 0,01","< 0,01","< 0,01","< 0,01","< 0,01","< 0,01","< 0,01","< 0,01","0,72","0,68","7,2",379,"0,02","0,1",< 20,"3,5","0,05",14,36,< 20,272,"0,1",< 21,"20,7",-,"< 0,08","< 0,8",-,"< 0,5","0,28","< 0,01","< 0,1","0,041","0,025",-,"0,026"
1,102,0,entrées et plats composés,soupes,-,25953,"Soupe au pistou, préemballée à réchauffer","Soupe au pistou, préemballée à réchauffer","31,9",134,"31,9",-,2,2,"4,1","0,5","< 0,25",-,"1,5",0,"0,9",0,traces,"0,2","0,2","< 0,1",-,-,-,-,-,-,-,-,-,-,"< 0,1",-,-,-,-,"0,65",-,-,-,-,-,-,-,-,-,-,260,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,102,0,entrées et plats composés,soupes,-,25954,"Soupe au potiron, déshydratée reconstituée","Soupe au potiron, déshydratée reconstituée","38,3",161,"38,3",-,"0,79","0,79","5,61","1,24","2,64",-,"0,76",0,"0,7",0,traces,"0,61",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,7",-,-,-,-,-,-,-,"0,01","0,01",-,279,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,102,0,entrées et plats composés,soupes,-,25955,"Soupe asiatique, avec pâtes, préemballée à réchauffer","Soupe asiatique, avec pâtes, préemballée à réchauffer","22,3","93,8","22,3",-,"0,7","0,7","3,4","0,5","0,5",-,"0,7",0,"0,9",0,traces,"0,2",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,9",-,-,-,-,-,-,-,-,-,-,360,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,102,0,entrées et plats composés,soupes,-,25956,"Soupe minestrone, déshydratée reconstituée","Soupe minestrone, déshydratée reconstituée","31,3",132,"31,3","91,3","1,14","1,14","5,53","0,34","1,07",-,"0,79",0,"0,97",0,traces,"0,02",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,7",-,427,-,-,-,-,-,-,122,-,281,-,-,-,-,-,-,-,5,-,-,-,-,"0,06",18,-
1,102,0,entrées et plats composés,soupes,-,25957,"Soupe au cresson, déshydratée reconstituée","Soupe au cresson, déshydratée reconstituée","25,1",105,"25,1",-,"0,42","0,42","3,95","0,8","0,31",-,"0,19",0,"0,77",0,traces,"0,42",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,77",-,-,-,-,-,-,-,-,-,-,308,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,102,0,entrées et plats composés,soupes,-,25958,"Soupe au cresson, préemballée à réchauffer","Soupe au cresson, préemballée à réchauffer",34,143,34,-,1,1,"5,4","0,8","0,9",-,"0,6",0,"0,78",0,traces,"0,5",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,78",-,-,-,-,-,-,-,-,-,-,310,-,-,-,-,-,-,-,-,-,-,-,-,"0,25",30,-
1,102,0,entrées et plats composés,soupes,-,25962,"Soupe aux légumes avec fromage, préemballée à réchauffer","Soupe aux légumes avec fromage, préemballée à réchauffer","50,2",210,"50,2",-,"1,34","1,34","5,09","2,51","1,62",-,"0,93",0,"0,67",0,traces,"1,58",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,67",-,-,-,-,-,-,-,-,-,-,268,-,-,-,-,-,-,-,11,-,-,-,-,"0,3",30,-
1,102,0,entrées et plats composés,soupes,-,25963,"Soupe aux légumes verts, préemballée à réchauffer","Soupe aux légumes verts, préemballée à réchauffer","33,4",140,"33,4","90,9",1,1,"3,84","1,32","0,81","3,03","1,05",0,"0,95",0,traces,"0,64","0,51","0,16","0,026","0,02","0,013","0,026","0,033","0,099","0,33","0,092","0,44","0,13","0,03","< 0,01","< 0,01","< 0,01","3,52","0,7",24,423,"0,02","0,27",< 20,"7,1","0,06",24,120,< 20,280,"0,18",< 21,177,"1,52","0,28","16,5",-,9,"0,17","0,042","0,53","0,22","0,25","27,5",-
1,102,0,entrées et plats composés,soupes,-,25964,"Soupe aux légumes verts, déshydratée reconstituée","Soupe aux légumes verts, déshydratée reconstituée","34,8",146,"34,8","91,8","0,72","0,72","5,31","1,07","1,07","3,3","0,54",0,"0,85",0,traces,"0,71","0,23","0,075","< 0,01","< 0,01","< 0,01","< 0,01","0,057","0,036","0,56","0,057","0,23","0,075","< 0,01","< 0,01","< 0,01","< 0,01","< 0,7","0,66",12,446,"0,02","0,11",< 20,3,"0,03","0,01","0,01",< 20,264,"0,09",< 21,"10,5","< 0,25","0,18","2,82",-,"6,15","0,05","0,014","0,15","0,072","0,033","7,6",-
1,102,0,entrées et plats composés,soupes,-,25965,"Soupe aux pois cassés, préemballée à réchauffer","Soupe aux pois cassés, préemballée à réchauffer","56,7",238,"56,7",-,"2,68","2,68","6,25","1,98","1,02",-,"1,6",0,"0,7",0,traces,"0,67",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,7",-,-,-,-,-,-,-,-,-,-,279,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,102,0,entrées et plats composés,soupes,-,25967,Soupe froide type Gaspacho ou Gazpacho,Soupe froide type Gaspacho ou Gazpacho,"32,8",137,"32,8","91,1","0,65","0,65","3,38","1,62","2,32","< 0,35","1,04",0,"1,13",0,traces,"0,27",-,"0,16","< 0,003","< 0,01","< 0,01","< 0,01","< 0,01","< 0,01","0,21","0,059","< 0,01","0,14","0,02","< 0,01","< 0,01","< 0,01",-,"0,75",11,468,"0,04","0,11",< 20,"8,9","0,06",25,210,< 20,293,"0,1",-,291,"< 0,25","1,31","52,6",-,"1,98","< 0,01","0,02","0,56","0,093","0,041",< 5,-
1,102,0,entrées et plats composés,soupes,-,25968,"Soupe aux asperges, préemballée à réchauffer","Soupe aux asperges, préemballée à réchauffer",133,551,133,-,"4,6","4,6","4,7","10,4","2,9",-,1,0,"0,98",0,traces,"5,1",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,98",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,102,0,entrées et plats composés,soupes,-,25969,Soupe (aliment moyen),Soupe (aliment moyen),"37,3",156,"37,3","90,8","1,22","1,22","4,51","1,37","1,62","2,07","1,03",0,"1,04",0,0,"0,58","0,54","0,18","0,023","0,014","0,0098","0,019","0,023","0,076","0,29","0,087","0,4","0,11","0,031","0,005","0,0083","0,01","7,22","0,75","26,8",454,"0,039","0,26",16,"7,03","0,061",24,108,"9,39",296,"0,17","14,8",1130,,"0,48","6,87",,"5,19","0,049","0,036","0,47","0,22","0,11","15,9","0,22"
1,102,0,entrées et plats composés,soupes,-,25972,Soupe miso,Soupe miso,"17,1","72,4","17,1","94,6","1,38","1,38","2,18","< 0,5","0,69",-,"< 0,5",0,"1,29",0,"0,058","< 0,0098","< 0,0098","< 0,0098","< 0,0098","< 0,0098","< 0,0098","< 0,0098","< 0,0098","< 0,0098","< 0,0098","< 0,0098","< 0,0098","< 0,0098","< 0,0098","< 0,0098","< 0,0098","< 0,0098",-,"1,1",18,661,"0,06","0,19",70,"6,9","0,08",19,49,< 20,438,"0,11",-,-,"< 0,25","0,26","1,15",-,-,"< 0,015","< 0,01","< 0,1","0,068","< 0,01","16,5","1,98"
1,103,10301,entrées et plats composés,plats composés,plats de viande sans garniture,8601,Tripes à la mode de Caen,Tripes à la mode de Caen,117,491,117,74,"20,4","20,4","0,51","3,68",traces,"0,3",0,0,"1,5",0,0,"1,29","1,12","0,18","0,0032","0,0032","< 0,0034","0,0032","0,0052","0,071","0,63","0,57",1,"0,086","0,011",-,-,-,119,"1,06",23,-,-,"1,1",6,"6,4",-,-,"42,5",-,423,"0,64",-,-,-,"0,47",-,-,0,"0,02",-,"0,37","0,42","0,023",-,"1,2"
1,103,10301,entrées et plats composés,plats composés,plats de viande sans garniture,8602,"Tripes à la mode de Caen, préemballées","Tripes à la mode de Caen, préemballées",112,469,112,"77,9","18,4","18,4","0,7","3,62","0,5",-,"1,25",0,"1,1",0,0,"2,1",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,03","23,6",-,-,"0,9",-,"6,6",-,-,"34,6",-,421,"2,1",-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,103,10301,entrées et plats composés,plats composés,plats de viande sans garniture,8612,Tripes à la tomate ou à la provençale,Tripes à la tomate ou à la provençale,"94,1",396,"94,1","76,6","15,7","15,7","0,6","3,2","< 0,4",-,0,0,"1,43",0,0,"1,64","1,28","0,14","< 0,01","< 0,01","< 0,01","< 0,01","< 0,01","0,1","0,89","0,65","1,28","0,1","0,02",-,-,"< 0,01",-,"1,23",-,751,-,-,-,-,-,-,-,-,492,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,103,10301,entrées et plats composés,plats composés,plats de viande sans garniture,25001,Blanquette de veau,Blanquette de veau,113,474,113,"75,1","15,4","15,4","3,1",4,"0,3","1,9","0,8",0,"1,25",0,"0,32","2,03","1,36","0,26","0,06","0,04","0,02","0,04","0,06","0,25",1,"0,5","1,18","0,21","0,02","0,03","< 0,01","< 0,01","56,6","0,74",15,432,"0,07","0,92",< 20,12,"0,04",110,190,< 20,295,"3,2",< 21,736,"< 0,25","0,37","2,55",-,"< 0,5","0,062","0,047","1,77","0,33","0,074","23,3","1,59"
1,103,10301,entrées et plats composés,plats composés,plats de viande sans garniture,25033,Boeuf bourguignon,Boeuf bourguignon,"94,9",399,"94,9","78,4","8,93","8,93","6,74","3,3","1,57","1,3","1,25",0,"1,36",0,0,"0,88","1,18","0,44","< 0,05","0,0025","0,0025","0,004","0,006","0,044","0,52","0,27","0,71","0,22","0,022",-,-,"< 0,01",64,"0,88","16,9",409,"0,053","1,75","3,8","13,3","0,054",215,230,"< 2,58",354,"2,91",10,-,"0,5","0,6",-,-,"0,8","0,07","0,1","2,3","0,3","0,23",11,"0,6"
1,103,10301,entrées et plats composés,plats composés,plats de viande sans garniture,25058,"Canard en sauce (poivre vert, chasseur, etc.)","Canard en sauce (poivre vert, chasseur, etc.)",145,605,145,-,"9,55","9,55","10,2","7,3",-,-,traces,0,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,103,10301,entrées et plats composés,plats composés,plats de viande sans garniture,25063,Lapin à la moutarde,Lapin à la moutarde,108,453,108,-,"14,9","14,9","0,5",5,"0,5",-,"0,8",0,"1,2",0,0,"2,1",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,2",-,-,-,-,-,-,-,-,-,-,480,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,103,10301,entrées et plats composés,plats composés,plats de viande sans garniture,25121,Coq au vin,Coq au vin,133,555,133,-,13,13,4,7,1,-,"0,9",0,"1,35",0,0,1,"3,87","1,75",-,-,-,-,-,-,-,-,-,-,-,-,-,-,65,"1,05",14,-,"0,03","1,3","3,3",16,"0,14",128,145,"0,11",420,"0,21",-,0,"0,04","0,48",-,-,"1,5","0,07","0,19","3,7","0,74","0,17",31,"1,4"
1,103,10301,entrées et plats composés,plats composés,plats de viande sans garniture,25125,Paupiette de veau,Paupiette de veau,209,870,209,"62,1","14,7","14,7","8,39","12,8","2,24","2,94","0,48",0,"1,53",0,0,"5,14",4,"1,47",-,-,-,-,-,-,-,-,-,-,-,-,-,-,"71,7","1,03","30,2",-,"0,12",1,"8,03","19,3","0,13",152,302,"4,82",367,"1,35","27,9",1160,"0,1","0,68",-,-,"1,29","0,098","0,18","3,62","0,72","0,21","18,6","0,62"
1,103,10301,entrées et plats composés,plats composés,plats de viande sans garniture,25126,Paupiette de volaille,Paupiette de volaille,159,669,159,"65,6","18,9","18,9","7,28","5,83",-,"2,94","1,05",0,"1,32",0,0,"1,81","2,37","1,12",-,-,-,-,-,-,-,-,-,-,-,-,-,-,"64,2","0,84","30,1",-,"0,11","1,06","7,59","22,2","0,13",146,285,"10,5",251,"1,03","30,2",1160,"0,19","0,7",-,-,"1,67","0,095","0,14","4,53","0,66","0,28","17,5","0,35"
1,103,10301,entrées et plats composés,plats composés,plats de viande sans garniture,25172,Viande en sauce (aliment moyen),Viande en sauce (aliment moyen),107,450,107,"76,8","11,2","11,2","4,75","4,55","1,34","1,71","1,05",0,"1,34",0,"0,41","1,77","1,47","0,62","0,047","0,026","0,038","0,036","0,13","0,17","0,81","0,36","1,16","0,48","0,027",,,"0,005","53,5","0,88","16,3",473,"0,055","1,16","6,5","13,7","0,067",149,198,"5,5",352,"2,46","11,1",,"0,25","0,73",,,"1,19","0,064","0,077","2,49","0,4","0,17","15,1","0,76"
1,103,10301,entrées et plats composés,plats composés,plats de viande sans garniture,25174,Poulet au curry et au lait de coco,Poulet au curry et au lait de coco,124,517,124,"75,2","10,6","10,6","3,15","6,9","1,49","1,65","1,1",0,"1,56",0,"1,47","3,03","2,06","1,37","0,08","0,06","0,13","0,12","0,56","0,44","1,19","0,38","1,86","1,3","0,05","0,02","< 0,01","< 0,01","37,3","1,07",18,625,"0,05","0,51",< 20,18,"0,12",110,210,< 20,427,"0,44","21,3",412,"< 0,25","1,65","3,22",-,"2,51","0,032","< 0,01","4,08","0,62","0,17","17,5","0,15"
1,103,10301,entrées et plats composés,plats composés,plats de viande sans garniture,25175,"Meloukhia, plat à base de boeuf et corete","Meloukhia, plat à base de boeuf et corete",187,774,187,"67,7","10,6","10,6","0,68","14,7","0,68",0,"4,7",0,"1,6",0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,"0,93","51,3",-,"0,04","2,4","2,8","30,6","0,05",88,228,"2,1",373,2,0,143,0,"5,1",-,-,"1,5","0,03","0,14","1,36","0,32","0,12",20,"0,66"
1,103,10301,entrées et plats composés,plats composés,plats de viande sans garniture,25200,Palette à la diable,Palette à la diable,120,501,120,-,"13,5","13,5","2,08","6,07","1,38",-,"1,45",0,"2,25",0,0,"2,2",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,25",-,-,-,1,-,-,-,-,-,-,901,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,103,10301,entrées et plats composés,plats composés,plats de viande sans garniture,25201,Langue de bœuf sauce madère,Langue de bœuf sauce madère,180,746,180,-,"9,5","9,5","4,5","13,5","2,5",-,1,0,"1,08",0,0,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,08",-,-,-,-,-,-,-,-,-,-,430,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,103,10301,entrées et plats composés,plats composés,plats de viande sans garniture,25207,Porc au caramel,Porc au caramel,135,569,135,"70,7",10,10,"11,4","5,4","7,9","1,3","0,7",0,"1,84",0,0,"1,44","2,2","1,27","< 0,01","< 0,01","< 0,01","< 0,01","< 0,01","0,048","0,94","0,45","1,97","1,21","0,056","0,0094","< 0,01","< 0,01",29,"1,34","9,9",805,"0,04","0,49",< 20,12,"0,11",94,160,< 20,536,"1,1",< 21,"64,5","< 0,25","0,62","1,5",-,"< 0,5","0,19","0,034","1,93","0,31","0,094","9,1","0,27"
1,103,10301,entrées et plats composés,plats composés,plats de viande sans garniture,25211,"Boulettes au bœuf, à la sauce tomate","Boulettes au bœuf, à la sauce tomate",117,487,117,-,9,9,"5,5","6,5",-,-,traces,0,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,103,10301,entrées et plats composés,plats composés,plats de viande sans garniture,25213,"Paupiette de veau, cuite au four","Paupiette de veau, cuite au four",276,1150,276,"54,8",22,22,"0,48","20,5","0,3","< 0,35","0,9",0,"1,81",0,0,"8,19","8,77","2,51","< 0,01","< 0,01","< 0,01","< 0,01","0,03","0,4","4,71","2,88","7,77","2,07","0,23","0,07","< 0,01","< 0,01","89,5","1,07",24,558,"0,07","0,94",< 20,18,"0,03",180,260,< 20,428,"2,3",< 21,-,"< 0,25","< 0,08","0,87",-,"1,62","0,16","0,071","3,83","0,59","0,22","11,9","1,61"
1,103,10301,entrées et plats composés,plats composés,plats de viande sans garniture,25538,"Carpaccio de bœuf, avec marinade","Carpaccio de bœuf, avec marinade",278,1150,278,"57,2","15,2","15,2","2,37",23,"0,3","0,0024","0,33",0,"1,95",0,0,"7,89","9,79","3,84",-,-,-,-,-,-,-,-,-,-,-,-,-,-,"56,2","1,1",112,-,"0,1","1,89","15,2","23,1","0,089",186,248,"5,39",413,"2,88","16,2","98,3","0,38","2,63",-,-,"6,74","0,085","0,17","2,11","0,26","0,27","11,9","2,08"
1,103,10301,entrées et plats composés,plats composés,plats de viande sans garniture,25565,Yakitori (brochettes japonaises grillées en sauce),Yakitori (brochettes japonaises grillées en sauce),172,727,172,"58,8",26,26,"9,28","3,3","6,6","1,3","0,6",0,"2,02",0,0,"1,2","1,18","0,78","< 0,01","< 0,01","0,01","< 0,01","0,07","0,04","0,64","0,16","1,18","0,68","0,07","0,03","< 0,01","< 0,01","86,6","1,19","9,8",706,"0,06","0,61",< 20,31,"0,15",220,340,< 20,475,"1,5",< 21,"10,5","< 0,25","0,5","< 0,8",-,-,"0,09","0,042","7,69","1,36","0,25","31,8","0,41"
1,103,10302,entrées et plats composés,plats composés,plats de viande et féculents,25009,Hachis Parmentier à la viande,Hachis Parmentier à la viande,138,577,138,"73,6","5,99","5,99","9,39","8,22","1,47",-,"1,43",0,"1,39",0,-,"4,7","2,75","0,41","0,1","0,059","0,045","0,096","0,14","0,54","2,29","0,8","2,44","0,38","0,025","0,0033","0,00089","0,000082",20,"0,83","59,6",482,"0,079","0,71","4,55","17,5","0,087","45,5",184,< 10,322,"1,2","45,9",0,"0,1","0,2",-,-,"0,65","0,02","0,07",-,-,"0,08","5,71","0,42"
1,103,10302,entrées et plats composés,plats composés,plats de viande et féculents,25029,Couscous au mouton,Couscous au mouton,149,626,149,"68,9","8,31","8,31","12,2","7,2","1,38","10,8","1,3",0,"1,4",0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"17,5","0,81","31,6",607,"0,1","1,24",3,"23,2","0,19","95,4",187,-,322,"1,22",0,724,"0,14","0,4",-,-,5,"0,075","0,075","1,7","0,3","0,11",18,"0,5"
1,103,10302,entrées et plats composés,plats composés,plats de viande et féculents,25043,"Couscous à la viande ou au poulet, allégé","Couscous à la viande ou au poulet, allégé","90,7",382,"90,7","72,9","5,9","5,9","11,5","1,9","2,1","9,4",2,0,"1,65",0,-,"0,4","0,75","0,59",-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,"0,7",22,-,-,"0,78","2,3",17,"0,16",88,148,-,300,-,34,779,"0,04","0,97",-,-,7,"0,07","0,07",2,"0,3","0,13",18,"0,04"
1,103,10302,entrées et plats composés,plats composés,plats de viande et féculents,25057,"Poêlée de pommes de terre préfrites, lardons ou poulet, et autres, sans légumes verts","Poêlée de pommes de terre préfrites, lardons ou poulet, et autres, sans légumes verts",168,702,168,65,"3,2","3,2","16,2","9,6","1,7","14,5","2,1",0,"1,55",0,-,"2,9","3,67","2,64","0,02","0,02","0,02","0,03","0,03","0,13","1,47","0,54","3,46","2,52","0,12","< 0,01","< 0,01","< 0,01","10,5","0,6",26,465,"0,08","0,49",< 20,20,"0,1",88,390,< 20,260,"0,45",< 21,"22,6","< 0,25","1,49","3,13",-,"3,04","0,086","0,056","1,28","0,41","0,15","23,8","0,15"
1,103,10302,entrées et plats composés,plats composés,plats de viande et féculents,25127,Couscous royal (avec plusieurs viandes),Couscous royal (avec plusieurs viandes),132,553,132,"69,2","7,69","7,69",14,"4,53","1,57","12,5","2,1",0,"1,33",0,-,"1,54","2,14","0,6","< 0,01","< 0,01","0,0036","0,0036","0,014","0,067","0,84","0,31","1,93","0,52","0,07","0,0086",-,"< 0,01",20,"0,88","25,2",474,"0,098","0,93","5,8","18,8","0,21","72,3",179,"< 2,58",345,"1,02","10,6",700,0,"0,4",-,-,"1,69","0,07","0,09","1,9","0,3","0,15","17,2","0,28"
1,103,10302,entrées et plats composés,plats composés,plats de viande et féculents,25138,Couscous au poulet,Couscous au poulet,130,547,130,"66,9","7,5","7,5","15,6","3,85","2,87","12,8","1,47",0,"1,24",0,-,"1,17","1,61","0,86",-,-,-,-,-,-,-,-,-,-,-,-,-,-,"26,6","0,79","18,4",674,-,"0,86",3,"18,4",-,69,153,-,307,-,14,700,"0,01","0,48",-,-,"4,05","0,08","0,09","1,9","0,3","0,14","19,1","0,13"
1,103,10302,entrées et plats composés,plats composés,plats de viande et féculents,25152,Couscous à la viande,Couscous à la viande,128,537,128,"69,2","7,59","7,59","12,5","4,73","1,97",-,"2,53",0,"1,33",0,-,"1,24","1,54","0,63","< 0,05","< 0,05","< 0,05","0,003","0,007","0,059","0,7","0,35",-,-,"0,067",-,-,-,-,"0,78","25,2",474,"0,098",-,-,"18,8","0,21",-,179,"< 2,58",313,"1,02",-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,103,10302,entrées et plats composés,plats composés,plats de viande et féculents,25195,Parmentier de canard,Parmentier de canard,146,608,146,"69,9","6,82","6,82","8,51","9,06","1,96",-,"1,55",0,"1,32",0,-,"4,5","3,56","0,65",-,-,-,-,-,-,-,-,-,"0,53","0,06",-,-,-,-,"0,81",-,-,-,-,-,-,-,-,-,-,310,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,103,10302,entrées et plats composés,plats composés,plats de viande et féculents,25587,"Parmentier de canard, cuit","Parmentier de canard, cuit",168,699,168,"68,5",7,7,"10,5","10,2","1,7","8,4","1,2",0,"1,47",0,"1,16","4,7","3,89","1,02","0,11","0,07","0,05","0,09","0,14","0,4","3,04","0,72","3,51","0,92","0,069","0,03","< 0,01","< 0,01","37,9","0,74",39,498,"0,07","0,68",< 20,14,"0,06",74,290,< 20,296,"0,89","37,7",-,"< 0,25","< 0,08","1,59",-,"< 0,5","0,08","0,071","1,4","0,55","0,11","45,9","0,61"
1,103,10303,entrées et plats composés,plats composés,plats de viande et légumes/légumineuses,25002,"Cassoulet, appertisé","Cassoulet, appertisé",129,539,129,"70,6","8,06","8,06","9,41","5,77","1,06","7,3","3,55",0,"1,63",0,-,"2,07","2,63","0,8","< 0,05","< 0,05","< 0,05","0,0055","0,0055","0,063","1,37","0,63",-,"0,53","0,14",-,-,-,"21,3","0,97","45,7",495,"0,14","1,23",6,"34,8","0,22",107,289,< 10,388,"0,88","3,5",0,"< 0,5","0,18",-,-,"2,94","0,083","0,057","1,25","0,16","0,091",30,"0,12"
1,103,10303,entrées et plats composés,plats composés,plats de viande et légumes/légumineuses,25003,Choucroute garnie,Choucroute garnie,109,454,109,"82,4","5,06","5,06","2,8","8,06","0,66",-,"2,71",0,"1,6",0,-,"3,22","3,45","0,96","< 0,05","< 0,05","< 0,05","0,0075","0,0075","0,1","1,86","0,98",-,"0,82","0,074",-,-,-,"34,7","1,39","27,1",633,"0,076","0,83","17,8",18,"0,067","60,6","97,5",< 10,552,"0,84",0,0,0,"0,25",-,-,"9,09","0,14","0,11","0,68",-,"0,02",10,-
1,103,10303,entrées et plats composés,plats composés,plats de viande et légumes/légumineuses,25010,Petit salé ou saucisse aux lentilles,Petit salé ou saucisse aux lentilles,118,494,118,"73,5","8,24","8,24","8,89","4,87","1,51","6,3","2,83",0,"1,64",0,-,"1,89","1,97","0,6","< 0,05","< 0,05","< 0,05","0,004","0,004","0,056",1,"0,48",-,"0,56","0,041",-,-,"< 0,01",27,"0,98",20,610,"0,2","1,8",2,"19,4","0,3",145,167,"2,8",384,"1,2",< 2,280,"< 0,5","0,39",-,-,"< 0,5","0,24","0,075","1,5","0,23","0,14","22,9","0,13"
